flight_id,tow
248753821,71335.0
248753822,214488.0
248754498,224562.0
248763650,67250.0
248763651,51739.0
248757623,62195.0
248763603,64069.0
248755068,56396.0
248754229,52839.0
248754231,45467.0
248754909,56541.0
248754894,56573.0
248754384,29697.0
248754751,52900.0
248754824,63960.0
248755682,44671.0
248755689,58178.0
248753761,60515.0
248763792,59181.0
248762986,217715.0
248762991,64606.0
248762376,53739.0
248761422,28154.0
248763619,82674.0
248761624,184870.0
248761627,50866.0
248761640,64908.0
248750710,65944.0
248753679,59083.0
248754397,59037.0
248759534,64992.0
248762961,57594.0
248753208,50945.0
248751710,32443.0
248765798,39598.0
248750971,81106.0
248755488,189799.0
248753295,70683.0
248752828,49399.0
248751332,67156.0
248753258,49716.0
248753261,55958.0
248753264,62547.0
248753265,63132.0
248753311,50347.0
248751996,51306.0
248755425,72741.0
248752883,69001.0
248765927,59911.0
248762752,59792.0
248762652,55698.0
248751084,69196.0
248755344,48104.0
248765807,37067.0
248765000,51841.0
248762843,62393.0
248761148,52016.0
248761164,58037.0
248752845,37086.0
248761172,65672.0
248751439,63893.0
248752851,59434.0
248752183,62944.0
248750834,65496.0
248765225,77759.0
248765785,59864.0
248751880,64249.0
248750944,74302.0
248750874,68005.0
248752304,61661.0
248753854,55797.0
248763348,77729.0
248763352,58886.0
248762706,61531.0
248761901,69942.0
248761913,32348.0
248764407,46415.0
248753620,178936.0
248765929,32418.0
248765932,221752.0
248765940,51311.0
248752312,47808.0
248750690,82914.0
248752016,57296.0
248752150,169951.0
248752160,63202.0
248752038,39658.0
248752732,40415.0
248751339,68789.0
248751342,70824.0
248759461,312129.0
248761940,57718.0
248761947,31942.0
248751044,65821.0
248754284,63159.0
248761818,31165.0
248765178,59615.0
248765322,68208.0
248764642,83189.0
248751470,47015.0
248750808,61303.0
248752110,68338.0
248751237,50582.0
248756734,63326.0
248757437,77183.0
248759410,75144.0
248758277,65053.0
248759968,58128.0
248758745,59881.0
248753765,72118.0
248762592,56285.0
248754577,36360.0
248762452,63311.0
248762079,80929.0
248764657,66058.0
248765234,59061.0
248764565,194596.0
248764894,63341.0
248764896,60053.0
248765339,72525.0
248764832,60551.0
248757006,42141.0
248764599,217243.0
248758637,78289.0
248764611,220971.0
248765344,50647.0
248762113,37666.0
248756669,52497.0
248759980,53285.0
248758754,58174.0
248759220,53404.0
248756199,31908.0
248756913,80354.0
248761377,63339.0
248756768,75779.0
248761775,78772.0
248754755,52363.0
248765556,80645.0
248765567,56138.0
248765571,74063.0
248765240,53283.0
248764628,88640.0
248763560,66719.0
248763564,64152.0
248764277,52566.0
248759377,87322.0
248759397,141925.0
248757454,284662.0
248758800,55276.0
248758802,27674.0
248756715,63056.0
248761372,67827.0
248758592,56675.0
248765957,60841.0
248764475,47725.0
248757844,67576.0
248757898,61078.0
248758552,62307.0
248757186,32946.0
248758348,60698.0
248758350,60962.0
248752721,61398.0
248759128,28407.0
248761226,228071.0
248760338,156816.0
248760306,207462.0
248759068,68323.0
248761054,56922.0
248757753,228204.0
248757490,248305.0
248757494,56293.0
248759893,58038.0
248759243,53919.0
248756214,62982.0
248757112,297151.0
248756982,73545.0
248756530,46779.0
248754610,49338.0
248757323,63190.0
248753903,73166.0
248762523,68694.0
248760820,80839.0
248759145,40239.0
248758919,60365.0
248763471,47641.0
248763476,57772.0
248760903,62273.0
248758839,55064.0
248760758,160311.0
248759348,58136.0
248756500,60948.0
248756537,63139.0
248756344,46021.0
248758561,71371.0
248763479,72951.0
248764167,215984.0
248759662,79334.0
248753607,65371.0
248753608,59273.0
248757002,70307.0
248753937,68458.0
248756482,57301.0
248765607,59366.0
248765609,67354.0
248757601,57304.0
248759084,67812.0
248757861,174939.0
248754583,54364.0
248754588,61138.0
248756555,59334.0
248755289,43566.0
248755297,56392.0
248759737,341461.0
248760460,65376.0
248760463,56241.0
248761006,37888.0
248759099,64208.0
248760860,40590.0
248760870,71831.0
248765958,64070.0
248756599,53883.0
248764424,63653.0
248752406,70413.0
248760549,72824.0
248760562,54614.0
248759849,72063.0
248759422,217418.0
248753995,305997.0
248759877,62671.0
248754798,179419.0
248751391,70848.0
248762360,70547.0
248754174,30125.0
248753430,71256.0
248751275,63480.0
248753975,237070.0
248755511,74805.0
248755629,71395.0
248755530,65146.0
248751422,65686.0
248755843,55288.0
248755852,74442.0
248752864,57408.0
248751157,72086.0
248755048,64127.0
248753716,58561.0
248754018,86275.0
248753708,59435.0
248755740,168723.0
248754995,60895.0
248785836,63243.0
248766235,64717.0
248769056,40688.0
248770052,80203.0
248770494,83061.0
248770561,62888.0
248770535,79811.0
248769655,59278.0
248776102,67797.0
248779504,66437.0
248776125,71165.0
248777262,60625.0
248783239,174328.0
248782548,178845.0
248773090,18548.0
248773093,59173.0
248773099,65860.0
248783480,61527.0
248782942,36516.0
248772961,50027.0
248784679,76053.0
248784685,69153.0
248782883,57387.0
248784793,57874.0
248769616,72308.0
248788165,33413.0
248788173,60456.0
248770235,75212.0
248775661,70287.0
248774500,77712.0
248774501,80448.0
248768985,60134.0
248785224,41751.0
248787158,65841.0
248771156,218188.0
248770400,57722.0
248779450,42902.0
248783314,215342.0
248782681,45550.0
248782960,59556.0
248782487,75176.0
248783422,74808.0
248783355,184810.0
248783827,54307.0
248783761,59447.0
248783197,81180.0
248775800,69263.0
248770926,69410.0
248775252,47224.0
248787138,31231.0
248774885,70172.0
248775044,67158.0
248775642,35587.0
248776732,58307.0
248774230,218196.0
248775558,82764.0
248776779,31568.0
248774950,181702.0
248776673,65465.0
248775320,32490.0
248783356,82576.0
248782566,227727.0
248782700,44458.0
248783907,176963.0
248780221,56054.0
248784806,61653.0
248784811,61616.0
248783572,166909.0
248783216,64239.0
248784983,60713.0
248784860,69018.0
248774967,58124.0
248774898,67390.0
248774999,66351.0
248775513,234328.0
248774603,59592.0
248775008,34469.0
248774916,53816.0
248784143,62253.0
248784146,29913.0
248782709,69554.0
248783364,59646.0
248784192,53211.0
248784757,64032.0
248784107,47883.0
248783444,77587.0
248784007,59615.0
248783257,59428.0
248782970,213154.0
248775119,74731.0
248775120,64611.0
248775021,69406.0
248776582,70412.0
248776533,61949.0
248775132,64846.0
248775540,76056.0
248775911,33490.0
248783634,69374.0
248782828,58413.0
248782931,44502.0
248783385,38968.0
248780054,52999.0
248776543,36390.0
248768578,66318.0
248766356,58249.0
248777942,67667.0
248775409,60817.0
248777326,52178.0
248779108,62113.0
248774806,63097.0
248777363,56113.0
248780180,41013.0
248780145,41296.0
248780758,71992.0
248781324,49780.0
248780821,72630.0
248782024,30684.0
248783032,159906.0
248767842,192642.0
248777711,75789.0
248770340,224027.0
248768400,60566.0
248769852,21511.0
248766419,42482.0
248778298,88581.0
248778181,189469.0
248778189,59142.0
248784256,20936.0
248778332,32587.0
248777612,63376.0
248788084,38856.0
248778979,76816.0
248776978,151245.0
248776234,65489.0
248779132,71137.0
248785438,29489.0
248778018,63278.0
248779300,55833.0
248775363,199237.0
248779267,71002.0
248783096,222080.0
248783718,22036.0
248767565,80331.0
248777385,57719.0
248781873,61911.0
248784463,48813.0
248781425,58564.0
248781432,31496.0
248777157,54993.0
248768797,30004.0
248767693,61553.0
248786814,57810.0
248767189,37503.0
248773684,27203.0
248766302,66690.0
248777847,55316.0
248776822,64739.0
248788087,45464.0
248784667,51796.0
248777863,75828.0
248777864,50034.0
248777782,19182.0
248778864,82144.0
248778874,64469.0
248777928,59727.0
248774714,61543.0
248784476,63641.0
248783677,61768.0
248782053,51733.0
248782057,46323.0
248781340,53679.0
248782065,134405.0
248782069,54933.0
248781323,78768.0
248784486,73773.0
248767608,52293.0
248768376,48747.0
248768623,30056.0
248770194,71008.0
248767332,155238.0
248777567,61888.0
248779521,208058.0
248777660,83376.0
248776875,55384.0
248776882,30564.0
248776886,73985.0
248778224,69838.0
248784569,56957.0
248778642,65377.0
248782209,53276.0
248782440,59016.0
248782444,209914.0
248782452,32018.0
248781849,64994.0
248781354,63535.0
248781811,50594.0
248781858,19727.0
248783018,71538.0
248781801,75004.0
248766549,68220.0
248768713,61834.0
248768017,48071.0
248767222,60178.0
248767104,57436.0
248767668,63768.0
248778121,55677.0
248788053,19584.0
248781129,68622.0
248779475,57872.0
248766180,80809.0
248766522,60644.0
248767908,184312.0
248772424,62635.0
248767462,227729.0
248773508,64689.0
248773514,62953.0
248773518,61728.0
248771386,58984.0
248786425,56443.0
248772726,61730.0
248772731,70672.0
248785257,185058.0
248786299,56462.0
248785962,77216.0
248786305,45053.0
248786700,74387.0
248770007,63775.0
248769128,321990.0
248786869,56256.0
248768424,29228.0
248779615,60062.0
248780977,174637.0
248782173,55084.0
248781607,67235.0
248772939,59264.0
248768311,57248.0
248768244,29554.0
248766924,34229.0
248784904,74081.0
248772493,51138.0
248772363,68232.0
248772364,78504.0
248766378,64473.0
248766382,75346.0
248766400,58508.0
248772642,50572.0
248773302,61941.0
248771988,58937.0
248772002,52295.0
248772688,59701.0
248785780,52807.0
248772246,59399.0
248773681,73004.0
248772596,71720.0
248773862,69177.0
248773870,67947.0
248786522,72930.0
248787329,31339.0
248785955,75185.0
248787501,66520.0
248785238,56300.0
248787535,64608.0
248769115,80166.0
248769116,64356.0
248785506,74361.0
248785818,53667.0
248785333,168288.0
248780277,63644.0
248779580,45753.0
248780324,53822.0
248780544,58860.0
248780532,60382.0
248766782,61279.0
248780502,60557.0
248771621,73772.0
248768224,57485.0
248773702,56080.0
248771905,32034.0
248773757,38388.0
248773758,64367.0
248767498,179854.0
248772383,183381.0
248767889,65714.0
248773412,67457.0
248771581,154868.0
248767784,65551.0
248768503,59113.0
248772701,31647.0
248772007,63230.0
248773425,62671.0
248779216,58587.0
248785944,65519.0
248787797,56848.0
248785621,56150.0
248785627,49969.0
248786919,216716.0
248787578,74058.0
248769198,53086.0
248780401,78634.0
